นี่คือไฟล์ `th_translations_part1.csv` ที่ได้รับการแปลตามคำขอ โดยใช้คำศัพท์จาก `dictionary.md` เพื่อความสอดคล้องในระบบ HRM

```csv
Line Number,msgid,msgstr,Status
4637,"Employee Other Income","รายได้อื่นของพนักงาน",Translated
4646,"Employee Performance Feedback","ข้อเสนอแนะด้านประสิทธิภาพการทำงานของพนักงาน",Translated
4652,"Employee Promotion","การเลื่อนตำแหน่งพนักงาน",Translated
4656,"Employee Promotion Details","รายละเอียดการเลื่อนตำแหน่งพนักงาน",Translated
4661,"Employee Promotion cannot be submitted before Promotion Date","ไม่สามารถส่งการเลื่อนตำแหน่งพนักงานก่อนวันที่เลื่อนตำแหน่งได้",Translated
4671,"Employee Property History","ประวัติคุณสมบัติพนักงาน",Translated
4675,"Employee Referral","การแนะนำพนักงาน",Translated
4679,"Employee Referral {0} is not applicable for referral bonus.","การแนะนำพนักงาน {0} ไม่สามารถใช้สำหรับโบนัสการแนะนำได้",Translated
4685,"Employee Referrals","การแนะนำพนักงาน",Translated
4690,"Employee Responsible ","พนักงานที่รับผิดชอบ",Translated
4698,"Employee Retained","พนักงานที่ยังคงอยู่",Translated
4708,"Employee Separation","การพ้นสภาพพนักงาน",Translated
4714,"Employee Separation Template","แม่แบบการพ้นสภาพพนักงาน",Translated
4719,"Employee Settings","การตั้งค่าพนักงาน",Translated
4726,"Employee Skill","ทักษะพนักงาน",Translated
4731,"Employee Skill Map","แผนผังทักษะพนักงาน",Translated
4739,"Employee Skills","ทักษะพนักงาน",Translated
4744,"Employee Status","สถานะพนักงาน",Translated
4752,"Employee Tax Exemption Category","หมวดหมู่การยกเว้นภาษีของพนักงาน",Translated
4759,"Employee Tax Exemption Declaration","การแจ้งขอยกเว้นภาษีของพนักงาน",Translated
4766,"Employee Tax Exemption Declaration Category","หมวดหมู่การแจ้งขอยกเว้นภาษีของพนักงาน",Translated
4771,"Employee Tax Exemption Proof Submission","การยื่นหลักฐานการยกเว้นภาษีของพนักงาน",Translated
4778,"Employee Tax Exemption Proof Submission Detail","รายละเอียดการยื่นหลักฐานการยกเว้นภาษีของพนักงาน",Translated
4783,"Employee Tax Exemption Sub Category","หมวดหมู่ย่อยการยกเว้นภาษีของพนักงาน",Translated
4790,"Employee Training","การฝึกอบรมพนักงาน",Translated
4795,"Employee Transfer","การย้ายพนักงาน",Translated
4801,"Employee Transfer Detail","รายละเอียดการย้ายพนักงาน",Translated
4805,"Employee Transfer Details","รายละเอียดการย้ายพนักงาน",Translated
4809,"Employee Transfer cannot be submitted before Transfer Date","ไม่สามารถส่งการย้ายพนักงานก่อนวันที่ย้ายได้",Translated
4814,""Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here."",""พนักงานสามารถตั้งชื่อตามรหัสพนักงานหากคุณกำหนดให้ หรือผ่านชุดการตั้งชื่อ เลือกการตั้งค่าของคุณที่นี่"",Translated
4820,"Employee name","ชื่อพนักงาน",Translated
4824,"Employee records are created using the selected option","บันทึกพนักงานถูกสร้างขึ้นโดยใช้ตัวเลือกที่เลือก",Translated
4828,"Employee was marked Absent due to missing Employee Checkins.","พนักงานถูกบันทึกว่าขาดงานเนื่องจากไม่มีการบันทึกเวลาเข้างาน",Translated
4832,"Employee was marked Absent for not meeting the working hours threshold.","พนักงานถูกบันทึกว่าขาดงานเนื่องจากไม่ถึงเกณฑ์ชั่วโมงทำงาน",Translated
4836,"Employee was marked Absent for other half due to missing Employee Checkins.","พนักงานถูกบันทึกว่าขาดงานอีกครึ่งวันเนื่องจากไม่มีการบันทึกเวลาเข้างาน",Translated
4840,"Employee {0} already has an Attendance Request {1} that overlaps with this period","พนักงาน {0} มีคำขอการเข้างาน {1} ที่ทับซ้อนกับช่วงเวลานี้อยู่แล้ว",Translated
4844,"Employee {0} already has an active Shift {1}: {2} that overlaps within this period.","พนักงาน {0} มีกะที่ใช้งานอยู่ {1}: {2} ซึ่งทับซ้อนภายในช่วงเวลานี้แล้ว",Translated
4848,"Employee {0} already submitted an application {1} for the payroll period {2}","พนักงาน {0} ได้ยื่นใบสมัคร {1} สำหรับรอบการจ่ายเงินเดือน {2} แล้ว",Translated
4852,"Employee {0} has already applied for Shift {1}: {2} that overlaps within this period","พนักงาน {0} ได้สมัครกะ {1}: {2} ที่ทับซ้อนภายในช่วงเวลานี้แล้ว",Translated
4856,"Employee {0} has already applied for {1} between {2} and {3} : {4}","พนักงาน {0} ได้สมัคร {1} ระหว่างวันที่ {2} และ {3} แล้ว : {4}",Translated
4860,"Employee {0} has no maximum benefit amount","พนักงาน {0} ไม่มีจำนวนเงินสวัสดิการสูงสุด",Translated
4864,"Employee {0} is not active or does not exist","พนักงาน {0} ไม่ได้ใช้งานหรือไม่มีอยู่",Translated
4868,"Employee {0} is on Leave on {1}","พนักงาน {0} ลาในวันที่ {1}",Translated
4872,"Employee {0} not found in Training Event Participants.","ไม่พบพนักงาน {0} ในผู้เข้าร่วมกิจกรรมการฝึกอบรม",Translated
4876,"Employee {0} on Half day on {1}","พนักงาน {0} ทำงานครึ่งวันในวันที่ {1}",Translated
4880,"Employee {0} relieved on {1} must be set as 'Left'","พนักงาน {0} ที่พ้นสภาพในวันที่ {1} ต้องตั้งค่าเป็น 'ลาออกแล้ว'",Translated
4893,"Employee: {0} have to complete minimum {1} years for gratuity","พนักงาน: {0} ต้องทำงานครบ {1} ปีเพื่อรับเงินบำเหน็จ",Translated
4903,"Employees","พนักงาน",Translated
4908,"Employees HTML","พนักงาน HTML",Translated
4912,"Employees Working on a Holiday","พนักงานที่ทำงานในวันหยุด",Translated
4918,"Employees cannot give feedback to themselves. Use {0} instead: {1}","พนักงานไม่สามารถให้ข้อเสนอแนะแก่ตนเองได้ ใช้ {0} แทน: {1}",Translated
4922,"Employees on Half Day HTML","พนักงานที่ทำงานครึ่งวัน HTML",Translated
4926,"Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?","พนักงานจะไม่ได้รับการแจ้งเตือนวันหยุดจาก {} ถึง {} <br> คุณต้องการดำเนินการเปลี่ยนแปลงนี้หรือไม่?",Translated
4930,"Employees without Feedback: {0}","พนักงานที่ไม่มีข้อเสนอแนะ: {0}",Translated
4939,"Employees without Goals: {0}","พนักงานที่ไม่มีเป้าหมาย: {0}",Translated
4958,"Employees working on a holiday","พนักงานที่ทำงานในวันหยุด",Translated
4963,"Employment Type","ประเภทการจ้างงาน",Translated
4968,"Enable Auto Attendance","เปิดใช้งานการเข้างานอัตโนมัติ",Translated
4973,"Enable Early Exit Marking","เปิดใช้งานการบันทึกการออกงานก่อนเวลา",Translated
4977,"Enable Late Entry Marking","เปิดใช้งานการบันทึกการเข้างานสาย",Translated
4985,"Enable Push Notifications","เปิดใช้งานการแจ้งเตือนแบบพุช",Translated
4989,"Enabled","เปิดใช้งานแล้ว",Translated
4994,"Enabling Push Notifications...","กำลังเปิดใช้งานการแจ้งเตือนแบบพุช...",Translated
5000,"Encashment","การแลกเป็นเงินสด",Translated
5005,"Encashment Amount","จำนวนเงินที่แลก",Translated
5010,"Encashment Date","วันที่แลกเป็นเงินสด",Translated
5014,"Encashment Days","วันที่แลกเป็นเงินสด",Translated
5018,"Encashment Days cannot exceed {0} {1} as per Leave Type settings","จำนวนวันที่แลกเป็นเงินสดต้องไม่เกิน {0} {1} ตามการตั้งค่าประเภทการลา",Translated
5024,"Encashment Limit Applied","ใช้ขีดจำกัดการแลกเป็นเงินสดแล้ว",Translated
5028,"Encrypt Salary Slips in Emails","เข้ารหัสสลิปเงินเดือนในอีเมล",Translated
5053,"End","สิ้นสุด",Translated
5057,"End Date","วันที่สิ้นสุด",Translated
5066,"End Date cannot be before Start Date","วันที่สิ้นสุดต้องไม่ก่อนวันที่เริ่มต้น",Translated
5070,"End Time","เวลาสิ้นสุด",Translated
5074,"End date: {0}","วันที่สิ้นสุด: {0}",Translated
5079,"End time cannot be before start time","เวลาสิ้นสุดต้องไม่ก่อนเวลาเริ่มต้น",Translated
5084,"Energy Point Log","บันทึกคะแนนพลังงาน",Translated
5089,"Energy Point Rule","กฎคะแนนพลังงาน",Translated
5094,"Energy Point Settings","การตั้งค่าคะแนนพลังงาน",Translated
5098,"Energy Points","คะแนนพลังงาน",Translated
5102,"Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.","ป้อนชั่วโมงทำงานมาตรฐานสำหรับวันทำงานปกติ ชั่วโมงเหล่านี้จะใช้ในการคำนวณรายงานต่างๆ เช่น การใช้ชั่วโมงทำงานของพนักงาน และการวิเคราะห์ความสามารถในการทำกำไรของโครงการ",Translated
5106,"Enter the number of leaves you want to allocate for the period.","ป้อนจำนวนวันลาที่คุณต้องการจัดสรรสำหรับรอบนี้",Translated
5121,"Enter {0}","ป้อน {0}",Translated
5126,"Error","ข้อผิดพลาด",Translated
5131,"Error Log","บันทึกข้อผิดพลาด",Translated
5135,"Error Message","ข้อความข้อผิดพลาด",Translated
5139,"Error creating {0}","เกิดข้อผิดพลาดในการสร้าง {0}",Translated
5143,"Error deleting {0}","เกิดข้อผิดพลาดในการลบ {0}",Translated
5147,"Error in formula or condition","เกิดข้อผิดพลาดในสูตรหรือเงื่อนไข",Translated
5151,"Error in formula or condition: {0} in Income Tax Slab","เกิดข้อผิดพลาดในสูตรหรือเงื่อนไข: {0} ในขั้นภาษีเงินได้",Translated
5155,"Error in some rows","เกิดข้อผิดพลาดในบางแถว",Translated
5159,"Error updating {0}","เกิดข้อผิดพลาดในการอัปเดต {0}",Translated
5165,"Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description}","เกิดข้อผิดพลาดขณะประมวลผล {doctype} {doclink} ที่แถว {row_id} <br><br> <b>ข้อผิดพลาด:</b> {error} <br><br> <b>คำแนะนำ:</b> {description}",Translated
5169,"Estimated Cost Per Position","ต้นทุนโดยประมาณต่อตำแหน่ง",Translated
5174,"Evaluation","การประเมิน",Translated
5178,"Evaluation Date","วันที่ประเมิน",Translated
5183,"Evaluation Method cannot be changed as there are existing appraisals created for this cycle","ไม่สามารถเปลี่ยนวิธีการประเมินได้เนื่องจากมีการสร้างการประเมินผลสำหรับรอบนี้อยู่แล้ว",Translated
5187,"Event Details","รายละเอียดกิจกรรม",Translated
5192,"Event Link","ลิงก์กิจกรรม",Translated
5200,"Event Location","สถานที่จัดกิจกรรม",Translated
5205,"Event Name","ชื่อกิจกรรม",Translated
5210,"Event Status","สถานะกิจกรรม",Translated
5215,"Every 2 Weeks","ทุก 2 สัปดาห์",Translated
5220,"Every 3 Weeks","ทุก 3 สัปดาห์",Translated
5226,"Every 4 Weeks","ทุก 4 สัปดาห์",Translated
5231,"Every Valid Check-in and Check-out","ทุกการบันทึกเวลาเข้าและออกที่ถูกต้อง",Translated
5235,"Every Week","ทุกสัปดาห์",Translated
5239,""Everyone, let’s congratulate them on their work anniversary!"",""ทุกคน มาร่วมแสดงความยินดีกับพวกเขาในวันครบรอบการทำงานกันเถอะ!"",Translated
5244,""Everyone, let’s congratulate {0} on their birthday."",""ทุกคน มาร่วมแสดงความยินดีกับ {0} ในวันเกิดกันเถอะ"",Translated
5253,"Exam","การสอบ",Translated
5257,"Exchange Rate","อัตราแลกเปลี่ยน",Translated
5261,"Exchange Rate cannot be zero.","อัตราแลกเปลี่ยนต้องไม่เป็นศูนย์",Translated
5265,"Exclude Holidays","ไม่รวมวันหยุด",Translated
5274,"Excluded {0} Non-Encashable Leaves for {1}","ไม่รวมวันลาที่ไม่สามารถแลกเป็นเงินสดได้ {0} วัน สำหรับ {1}",Translated
5279,"Exempted from Income Tax","ได้รับการยกเว้นภาษีเงินได้",Translated
5288,"Exemption","การยกเว้น",Translated
5294,"Exemption Category","หมวดหมู่การยกเว้น",Translated
5303,"Exemption Proofs","หลักฐานการยกเว้น",Translated
5307,"Exemption Sub Category","หมวดหมู่ย่อยการยกเว้น",Translated
5313,"Existing Record","บันทึกที่มีอยู่",Translated
5319,"Exit Confirmed","ยืนยันการพ้นสภาพแล้ว",Translated
5327,"Exit Details","รายละเอียดการพ้นสภาพ",Translated
5331,"Exit Interview","การสัมภาษณ์ก่อนลาออก",Translated
5337,"Exit Interview Pending","รอการสัมภาษณ์ก่อนลาออก",Translated
5341,"Exit Interview Summary","สรุปการสัมภาษณ์ก่อนลาออก",Translated
5348,"Exit Interview {0} already exists for Employee: {1}","การสัมภาษณ์ก่อนลาออก {0} มีอยู่แล้วสำหรับพนักงาน: {1}",Translated
5355,"Exit Questionnaire","แบบสอบถามก่อนลาออก",Translated
5361,"Exit Questionnaire Notification","การแจ้งเตือนแบบสอบถามก่อนลาออก",Translated
5365,"Exit Questionnaire Notification Template","แม่แบบการแจ้งเตือนแบบสอบถามก่อนลาออก",Translated
5372,"Exit Questionnaire Pending","รอแบบสอบถามก่อนลาออก",Translated
5377,"Exit Questionnaire Web Form","แบบฟอร์มเว็บสำหรับแบบสอบถามก่อนลาออก",Translated
5385,"Expand All","ขยายทั้งหมด",Translated
5390,"Expected Average Rating","คะแนนเฉลี่ยที่คาดหวัง",Translated
5396,"Expected By","คาดหวังโดย",Translated
5401,"Expected Compensation","ค่าตอบแทนที่คาดหวัง",Translated
5406,"Expected Skill Set","ชุดทักษะที่คาดหวัง",Translated
5412,"Expected Skillset","ชุดทักษะที่คาดหวัง",Translated
5419,"Expense","ค่าใช้จ่าย",Translated
5427,"Expense Account","บัญชีค่าใช้จ่าย",Translated
5433,"Expense Approver","ผู้อนุมัติค่าใช้จ่าย",Translated
5448,"Expense Approver Mandatory In Expense Claim","ต้องระบุผู้อนุมัติค่าใช้จ่ายในการเบิกค่าใช้จ่าย",Translated
5453,"Expense Claim","การเบิกค่าใช้จ่าย",Translated
5458,"Expense Claim Account","บัญชีเบิกค่าใช้จ่าย",Translated
5463,"Expense Claim Advance","เงินทดรองเบิกค่าใช้จ่าย",Translated
5467,"Expense Claim Detail","รายละเอียดการเบิกค่าใช้จ่าย",Translated
5478,"Expense Claim Summary","สรุปการเบิกค่าใช้จ่าย",Translated
5482,"Expense Claim Type","ประเภทการเบิกค่าใช้จ่าย",Translated
5486,"Expense Claim for Vehicle Log {0}","การเบิกค่าใช้จ่ายสำหรับบันทึกยานพาหนะ {0}",Translated
5493,"Expense Claim {0} already exists for the Vehicle Log","การเบิกค่าใช้จ่าย {0} มีอยู่แล้วสำหรับบันทึกยานพาหนะ",Translated
5498,"Expense Claims","การเบิกค่าใช้จ่าย",Translated
5502,"Expense Date","วันที่เกิดค่าใช้จ่าย",Translated
5508,"Expense Item","รายการค่าใช้จ่าย",Translated
5512,"Expense Proof","หลักฐานค่าใช้จ่าย",Translated
5519,"Expense Tax","ภาษีค่าใช้จ่าย",Translated
5524,"Expense Taxes and Charges","ภาษีและค่าธรรมเนียมค่าใช้จ่าย",Translated
5531,"Expense Type","ประเภทค่าใช้จ่าย",Translated
5537,"Expenses","ค่าใช้จ่าย",Translated
5541,"Expenses & Advances","ค่าใช้จ่ายและเงินทดรอง",Translated
5547,"Expire Allocation","การจัดสรรหมดอายุ",Translated
5551,"Expire Carry Forwarded Leaves (Days)","วันลายกไปหมดอายุ (วัน)",Translated
5557,"Expire Leaves","วันลาหมดอายุ",Translated
5562,"Expired","หมดอายุ",Translated
5566,"Expired Leave(s)","วันลาที่หมดอายุ",Translated
5571,"Expired Leaves","วันลาที่หมดอายุ",Translated
5575,"Explanation","คำอธิบาย",Translated
5579,"Export","ส่งออก",Translated
5584,"Exporting...","กำลังส่งออก...",Translated
5588,"Failed","ล้มเหลว",Translated
5592,"Failed to create/submit {0} for employees:","ไม่สามารถสร้าง/ส่ง {0} สำหรับพนักงานได้:",Translated
5596,"Failed to delete defaults for country {0}.","ไม่สามารถลบค่าเริ่มต้นสำหรับประเทศ {0} ได้",Translated
5600,"Failed to download Salary Slip PDF","ไม่สามารถดาวน์โหลด PDF สลิปเงินเดือนได้",Translated
5604,"Failed to send the Interview Reschedule notification. Please configure your email account.","ไม่สามารถส่งการแจ้งเตือนการเลื่อนสัมภาษณ์ได้ โปรดกำหนดค่าบัญชีอีเมลของคุณ",Translated
5608,"Failed to setup defaults for country {0}.","ไม่สามารถตั้งค่าเริ่มต้นสำหรับประเทศ {0} ได้",Translated
5612,"Failed to submit some leave policy assignments:","ไม่สามารถส่งการมอบหมายนโยบายการลาบางรายการได้:",Translated
5616,"Failed to update the Job Applicant status","ไม่สามารถอัปเดตสถานะผู้สมัครงานได้",Translated
5621,"Failed to {0} {1} for employees:","ไม่สามารถ {0} {1} สำหรับพนักงานได้:",Translated
5627,"Failure","ความล้มเหลว",Translated
5632,"Failure Details","รายละเอียดความล้มเหลว",Translated
5648,"Feb","ก.พ.",Translated
5652,"Feedback","ข้อเสนอแนะ",Translated
5659,"Feedback Count","จำนวนข้อเสนอแนะ",Translated
5665,"Feedback HTML","ข้อเสนอแนะ HTML",Translated
5671,"Feedback Ratings","คะแนนข้อเสนอแนะ",Translated
5675,"Feedback Reminder Notification Template","แม่แบบการแจ้งเตือนข้อเสนอแนะ",Translated
5680,"Feedback Score","คะแนนข้อเสนอแนะ",Translated
5684,"Feedback Submitted","ส่งข้อเสนอแนะแล้ว",Translated
5688,"Feedback Summary","สรุปข้อเสนอแนะ",Translated
5692,"Feedback already submitted for the Interview {0}. Please cancel the previous Interview Feedback {1} to continue.","ได้ส่งข้อเสนอแนะสำหรับการสัมภาษณ์ {0} แล้ว โปรดยกเลิกข้อเสนอแนะการสัมภาษณ์ก่อนหน้า {1} เพื่อดำเนินการต่อ",Translated
5696,"Feedback cannot be recorded for an absent Employee.","ไม่สามารถบันทึกข้อเสนอแนะสำหรับพนักงานที่ขาดงานได้",Translated
5703,"Feedback {0} added successfully","เพิ่มข้อเสนอแนะ {0} สำเร็จแล้ว",Translated
5707,"Fetch Geolocation","ดึงข้อมูลตำแหน่งทางภูมิศาสตร์",Translated
5711,"Fetch Shift","ดึงข้อมูลกะ",Translated
5716,"Fetch Shifts","ดึงข้อมูลกะ",Translated
5720,"Fetching Employees","กำลังดึงข้อมูลพนักงาน",Translated
5724,"Fetching Shift","กำลังดึงข้อมูลกะ",Translated
5729,"Fetching your geolocation","กำลังดึงข้อมูลตำแหน่งทางภูมิศาสตร์ของคุณ",Translated
5733,"Field Name","ชื่อฟิลด์",Translated
5738,"File Preview","ตัวอย่างไฟล์",Translated
5743,"Fill the form and save it","กรอกแบบฟอร์มแล้วบันทึก",Translated
5747,"Filled","กรอกแล้ว",Translated
5753,"Filter Based On","กรองตาม",Translated
5763,"Filter Employees","กรองพนักงาน",Translated
5771,"Filter List","กรองรายการ",Translated
5778,"Filters","ตัวกรอง",Translated
5785,"Final Decision","การตัดสินใจสุดท้าย",Translated
5790,"Final Score","คะแนนสุดท้าย",Translated
5796,"Final Score Formula","สูตรคะแนนสุดท้าย",Translated
5801,"First Check-in and Last Check-out","การบันทึกเวลาเข้าครั้งแรกและการบันทึกเวลาออกครั้งสุดท้าย",Translated
5806,"First Day","วันแรก",Translated
5810,"First Name ","ชื่อ",Translated
5814,"Fiscal Year","ปีงบประมาณ",Translated
5819,"Fiscal Year {0} not found","ไม่พบปีงบประมาณ {0}",Translated
5824,"Fleet Management","การจัดการยานพาหนะ",Translated
5830,"Fleet Manager","ผู้จัดการยานพาหนะ",Translated
5835,"Flexible Benefits","สวัสดิการที่ยืดหยุ่น",Translated
5839,"Flight","เที่ยวบิน",Translated
5844,"FnF Pending","รอการชำระเงินงวดสุดท้าย",Translated
5848,"Follow via Email","ติดตามผ่านอีเมล",Translated
5853,"Food","อาหาร",Translated
5860,"For Designation ","สำหรับตำแหน่ง",Translated
5867,"For Employee","สำหรับพนักงาน",Translated
5874,""For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field."",""สำหรับวันที่ลา หากคุณยังคงจ่าย (เช่น) 50% ของเงินเดือนรายวัน ให้ป้อน 0.50 ในฟิลด์นี้"",Translated
5887,"Formula","สูตร",Translated
5893,"Fortnightly","รายปักษ์",Translated
5899,"Fraction of Applicable Earnings ","เศษส่วนของรายรับที่เกี่ยวข้อง",Translated
5905,"Fraction of Daily Salary for Half Day","เศษส่วนของเงินเดือนรายวันสำหรับครึ่งวัน",Translated
5909,"Fraction of Daily Salary per Leave","เศษส่วนของเงินเดือนรายวันต่อการลาหนึ่งวัน",Translated
5913,"Fractional Cost","ต้นทุนบางส่วน",Translated
5920,"Frappe HR","Frappe HR",Translated
5925,"Frequency","ความถี่",Translated
5929,"Friday","วันศุกร์",Translated
5934,"From","จาก",Translated
5981,"From Amount","จากจำนวนเงิน",Translated
5986,"From Date","จากวันที่",Translated
5990,"From Date cannot be greater than To Date","จากวันที่ต้องไม่มากกว่าถึงวันที่",Translated
5994,"From Date must come before To Date","วันที่เริ่มต้นต้องมาก่อนวันที่สิ้นสุด",Translated
5998,"From Date {0} cannot be after employee's relieving Date {1}","วันที่เริ่มต้น {0} ต้องไม่หลังวันที่พ้นสภาพของพนักงาน {1}",Translated
6003,"From Date {0} cannot be before employee's joining Date {1}","วันที่เริ่มต้น {0} ต้องไม่ก่อนวันที่เริ่มงานของพนักงาน {1}",Translated
6008,"From Employee","จากพนักงาน",Translated
6013,"From Time","จากเวลา",Translated
6017,"From User","จากผู้ใช้",Translated
6021,"From date can not be less than employee's joining date","วันที่เริ่มต้นต้องไม่น้อยกว่าวันที่เริ่มงานของพนักงาน",Translated
6025,"From date can not be less than employee's joining date.","วันที่เริ่มต้นต้องไม่น้อยกว่าวันที่เริ่มงานของพนักงาน",Translated
6029,""From here, you can enable encashment for the balance leaves."",""จากที่นี่ คุณสามารถเปิดใช้งานการแลกเป็นเงินสดสำหรับยอดวันลาคงเหลือได้"",Translated
6034,"From {0} to {1}","จาก {0} ถึง {1}",Translated
6039,"From(Year)","จาก(ปี)",Translated
6043,"Fuchsia","สีชมพูบานเย็น",Translated
6047,"Fuel Expense","ค่าใช้จ่ายน้ำมันเชื้อเพลิง",Translated
6053,"Fuel Expenses","ค่าใช้จ่ายน้ำมันเชื้อเพลิง",Translated
6059,"Fuel Price","ราคาน้ำมันเชื้อเพลิง",Translated
6066,"Fuel Qty","ปริมาณน้ำมันเชื้อเพลิง",Translated
6071,"Full Name","ชื่อเต็ม",Translated
6076,"Full and Final Asset","สินทรัพย์สุดท้ายและสมบูรณ์",Translated
6084,"Full and Final Outstanding Statement","ใบแจ้งยอดค้างชำระสุดท้ายและสมบูรณ์",Translated
6088,"Full and Final Statement","คำแถลงสุดท้ายและสมบูรณ์",Translated
6093,"Full-time","เต็มเวลา",Translated
6099,"Fully Sponsored","สนับสนุนทั้งหมด",Translated
6105,"Funded Amount","จำนวนเงินที่ได้รับทุน",Translated
6109,"Future Income Tax","ภาษีเงินได้ในอนาคต",Translated
6114,"Future dates not allowed","ไม่อนุญาตวันที่ในอนาคต",Translated
6121,"Gender","เพศ",Translated
6128,"General Ledger","บัญชีแยกประเภททั่วไป",Translated
6132,"Geolocation","ตำแหน่งทางภูมิศาสตร์",Translated
6137,"Geolocation Error","ข้อผิดพลาดตำแหน่งทางภูมิศาสตร์",Translated
6141,"Geolocation is not supported by your current browser","เบราว์เซอร์ปัจจุบันของคุณไม่รองรับตำแหน่งทางภูมิศาสตร์",Translated
6152,"Get Details From Declaration","รับรายละเอียดจากการแจ้ง",Translated
6157,"Get Employees","รับพนักงาน",Translated
6162,"Get Job Requisitions","รับคำขอจ้างงาน",Translated
6166,"Get Template","รับแม่แบบ",Translated
6170,"Get the app on your device for easy access & a better experience!","รับแอปบนอุปกรณ์ของคุณเพื่อการเข้าถึงที่ง่ายและประสบการณ์ที่ดีขึ้น!",Translated
6176,"Get the app on your iPhone for easy access & a better experience","รับแอปบน iPhone ของคุณเพื่อการเข้าถึงที่ง่ายและประสบการณ์ที่ดีขึ้น",Translated
6180,"Gluten Free","ปราศจากกลูเตน",Translated
6184,"Go to Login","ไปที่หน้าเข้าสู่ระบบ",Translated
6195,"Go to Reset Password page","ไปที่หน้ารีเซ็ตรหัสผ่าน",Translated
6200,"Goal","เป้าหมาย",Translated
6205,"Goal Completion (%)","ความสำเร็จของเป้าหมาย (%)",Translated
6210,"Goal Score","คะแนนเป้าหมาย",Translated
6215,"Goal Score (%)","คะแนนเป้าหมาย (%)",Translated
6219,"Goal Score (weighted)","คะแนนเป้าหมาย (ถ่วงน้ำหนัก)",Translated
6223,"Goal progress percentage cannot be more than 100.","เปอร์เซ็นต์ความคืบหน้าของเป้าหมายต้องไม่เกิน 100",Translated
6227,"Goal should be aligned with the same KRA as its parent goal.","เป้าหมายควรสอดคล้องกับ KRA เดียวกันกับเป้าหมายหลัก",Translated
6231,"Goal should be owned by the same employee as its parent goal.","เป้าหมายควรเป็นของพนักงานคนเดียวกับเป้าหมายหลัก",Translated
6235,"Goal should belong to the same Appraisal Cycle as its parent goal.","เป้าหมายควรอยู่ในรอบการประเมินผลเดียวกันกับเป้าหมายหลัก",Translated
6241,"Goal updated successfully","อัปเดตเป้าหมายสำเร็จแล้ว",Translated
6245,"Goals","เป้าหมาย",Translated
6256,"Goals updated successfully","อัปเดตเป้าหมายสำเร็จแล้ว",Translated
6261,"Grade","ระดับ",Translated
6271,"Grand Total","ยอดรวมทั้งหมด",Translated
6276,"Gratuity","เงินบำเหน็จ",Translated
6283,"Gratuity Applicable Component","องค์ประกอบที่ใช้คำนวณเงินบำเหน็จ",Translated
6288,"Gratuity Rule","กฎเงินบำเหน็จ",Translated
6293,"Gratuity Rule Slab","ขั้นของกฎเงินบำเหน็จ",Translated
6298,"Green","สีเขียว",Translated
6304,"Grievance","ความคับข้องใจ",Translated
6310,"Grievance Against","ความคับข้องใจต่อ",Translated
6316,"Grievance Against Party","ความคับข้องใจต่อฝ่าย",Translated
6325,"Grievance Details","รายละเอียดความคับข้องใจ",Translated
6329,"Grievance Type","ประเภทความคับข้องใจ",Translated
6338,"Gross Earnings","รายรับรวม",Translated
6343,"Gross Pay","รายรับรวม",Translated
6348,"Gross Pay (Company Currency)","รายรับรวม (สกุลเงินบริษัท)",Translated
6354,"Gross Year To Date","รายรับรวมตั้งแต่ต้นปี",Translated
6358,"Gross Year To Date(Company Currency)","รายรับรวมตั้งแต่ต้นปี (สกุลเงินบริษัท)",Translated
6362,"Group","กลุ่ม",Translated
6366,"Group By","จัดกลุ่มตาม",Translated
6370,"Group goal's progress is auto-calculated based on the child goals.","ความคืบหน้าของเป้าหมายกลุ่มจะคำนวณโดยอัตโนมัติตามเป้าหมายย่อย",Translated
6374,"HR","ฝ่ายบุคคล",Translated
6378,"HR & Payroll","ฝ่ายบุคคลและบัญชีเงินเดือน",Translated
6383,"HR & Payroll Settings","การตั้งค่าฝ่ายบุคคลและบัญชีเงินเดือน",Translated
6458,"HR Dashboard","แดชบอร์ดฝ่ายบุคคล",Translated
6466,"HR Manager","ผู้จัดการฝ่ายบุคคล",Translated
6540,"HR Settings","การตั้งค่าฝ่ายบุคคล",Translated
6544,"HR User","ผู้ใช้ฝ่ายบุคคล",Translated
6558,"HRMS","ระบบการจัดการทรัพยากรมนุษย์",Translated
6568,"Half Day","ครึ่งวัน",Translated
6572,"Half Day Date","วันที่ทำงานครึ่งวัน",Translated
6576,"Half Day Date is mandatory","ต้องระบุวันที่ทำงานครึ่งวัน",Translated
6580,"Half Day Date should be between From Date and To Date","วันที่ทำงานครึ่งวันควรอยู่ระหว่างวันที่เริ่มต้นและวันที่สิ้นสุด",Translated
6586,"Half Day Date should be in between Work From Date and Work End Date","วันที่ทำงานครึ่งวันควรอยู่ระหว่างวันที่เริ่มทำงานและวันที่สิ้นสุดการทำงาน",Translated
